#,time(s),count A,count B,count C,count D
699,3.495,-48,-30,,
700,3.5,-48,-30,,
701,3.505,-49,-30,,
702,3.51,-49,-30,,
703,3.515,-49,-30,,
704,3.52,-50,-30,,
705,3.525,-50,-30,,
706,3.53,-50,-30,,
707,3.535,-50,-30,,
708,3.54,-50,-30,,
709,3.545,-50,-30,,
710,3.55,-50,-30,,
711,3.555,-50,-29,,
712,3.56,-50,-29,,
713,3.565,-50,-29,,
714,3.57,-49,-29,,
715,3.575,-49,-29,,
716,3.58,-49,-29,,
717,3.585,-48,-29,,
718,3.59,-48,-29,,
719,3.595,-48,-29,,
720,3.6,-47,-29,,
721,3.605,-47,-28,,
722,3.61,-46,-28,,
723,3.615,-46,-28,,
724,3.62,-45,-28,,
725,3.625,-44,-28,,
726,3.63,-44,-28,,
727,3.635,-43,-28,,
728,3.64,-42,-28,,
729,3.645,-42,-28,,
730,3.65,-40,-28,,
731,3.655,-40,-28,,
732,3.66,-39,-28,,
733,3.665,-38,-28,,
734,3.67,-37,-28,,
735,3.675,-36,-27,,
736,3.68,-35,-27,,
737,3.685,-34,-27,,
738,3.69,-33,-27,,
739,3.695,-32,-27,,
740,3.7,-31,-26,,
741,3.705,-30,-26,,
742,3.71,-28,-26,,
743,3.715,-28,-26,,
744,3.72,-26,-26,,
745,3.725,-25,-26,,
746,3.73,-24,-26,,
747,3.735,-22,-25,,
748,3.74,-22,-25,,
749,3.745,-20,-25,,
750,3.75,-19,-24,,
751,3.755,-18,-24,,
752,3.76,-16,-24,,
753,3.765,-15,-24,,
754,3.77,-14,-24,,
755,3.775,-12,-23,,
756,3.78,-11,-23,,
757,3.785,-10,-22,,
758,3.79,-8,-22,,
759,3.795,-7,-22,,
760,3.8,-6,-21,,
761,3.805,-4,-21,,
762,3.81,-3,-20,,
763,3.815,-2,-20,,
764,3.82,0,-20,,
765,3.825,1,-19,,
766,3.83,2,-19,,
767,3.835,4,-18,,
768,3.84,5,-18,,
769,3.845,6,-17,,
770,3.85,8,-16,,
771,3.855,9,-16,,
772,3.86,10,-15,,
773,3.865,12,-15,,
774,3.87,12,-14,,
775,3.875,14,-14,,
776,3.88,15,-13,,
777,3.885,16,-12,,
778,3.89,18,-11,,
779,3.895,18,-11,,
780,3.9,20,-10,,
781,3.905,21,-9,,
782,3.91,22,-8,,
783,3.915,23,-8,,
784,3.92,24,-7,,
785,3.925,25,-6,,
786,3.93,26,-5,,
787,3.935,27,-4,,
788,3.94,28,-4,,
789,3.945,29,-2,,
790,3.95,30,-2,,
791,3.955,30,-1,,
792,3.96,32,0,,
793,3.965,32,1,,
794,3.97,33,2,,
795,3.975,34,3,,
796,3.98,34,4,,
797,3.985,35,5,,
798,3.99,36,6,,
799,3.995,36,7,,
800,4,37,8,,
801,4.005,38,9,,
802,4.01,38,10,,
803,4.015,39,11,,
804,4.02,39,12,,
805,4.025,40,13,,
806,4.03,40,14,,
807,4.035,40,15,,
808,4.04,41,16,,
809,4.045,41,17,,
810,4.05,42,18,,
811,4.055,42,20,,
812,4.06,42,20,,
813,4.065,42,22,,
814,4.07,42,22,,
815,4.075,43,24,,
816,4.08,43,24,,
817,4.085,43,26,,
818,4.09,43,26,,
819,4.095,43,28,,
820,4.1,43,28,,
821,4.105,43,30,,
822,4.11,43,30,,
823,4.115,43,32,,
824,4.12,43,32,,
825,4.125,43,33,,
826,4.13,43,34,,
827,4.135,43,35,,
828,4.14,42,36,,
829,4.145,42,37,,
830,4.15,42,38,,
831,4.155,42,38,,
832,4.16,42,39,,
833,4.165,42,40,,
834,4.17,41,40,,
835,4.175,41,41,,
836,4.18,41,42,,
837,4.185,40,42,,
838,4.19,40,43,,
839,4.195,40,44,,
840,4.2,40,44,,
841,4.205,39,45,,
842,4.21,39,46,,
843,4.215,38,46,,
844,4.22,38,46,,
845,4.225,38,47,,
846,4.23,37,47,,
847,4.235,37,48,,
848,4.24,36,48,,
849,4.245,36,48,,
850,4.25,36,48,,
851,4.255,35,48,,
852,4.26,34,48,,
853,4.265,34,49,,
854,4.27,34,49,,
855,4.275,33,49,,
856,4.28,33,49,,
857,4.285,32,49,,
858,4.29,32,49,,
859,4.295,32,49,,
860,4.3,31,48,,
861,4.305,30,48,,
862,4.31,30,48,,
863,4.315,30,48,,
864,4.32,29,48,,
865,4.325,28,47,,
